"ID","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","Highway_MPG","City_MPG","Age","Popularity","MSRP"
9529,"Chevrolet","Silverado_1500",2015,"regular_unleaded",355,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Pickup",23,16,2,1385,10.5991316132947
9848,"Kia","Sorento",2017,"regular_unleaded",290,6,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",25,18,0,1720,10.4602421081905
8748,"Chevrolet","S-10",2002,"flex-fuel",120,4,"automatic","rear_wheel_drive",2,"Flex_Fuel","Compact","Pickup",23,17,15,1385,9.64251232291291
4802,"Suzuki","Forenza",2006,"regular_unleaded",126,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",28,20,11,481,9.53235140475156
4404,"Ford","Explorer",2016,"flex-fuel",290,6,"automatic","all_wheel_drive",4,"Crossover,Flex_Fuel","Midsize","SUV",23,16,1,5657,10.4057768452798
4362,"Ford","Explorer_Sport_Trac",2009,"regular_unleaded",210,6,"automatic","rear_wheel_drive",4,"Crossover","Compact","Pickup",20,14,8,5657,10.3034374799562
9592,"Chevrolet","Silverado_1500",2016,"flex-fuel",285,6,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","Pickup",22,17,1,1385,10.6422054346385
9870,"Chevrolet","Spark_EV",2015,"electric",140,0,"direct_drive","front_wheel_drive",4,"Hatchback","Compact","Sedan",109,128,2,1385,10.1334080881294
2095,"Mercedes-Benz","C-Class",2017,"premium_unleaded",241,4,"automatic","rear_wheel_drive",2,"Luxury","Midsize","Convertible",31,23,0,617,10.8376182025386
5748,"Toyota","Highlander",2016,"regular_unleaded",270,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",25,19,1,2031,10.3739598219529
3146,"Chevrolet","Cruze_Limited",2016,"regular_unleaded",138,4,"manual","front_wheel_drive",4,"Unknown","Midsize","Sedan",36,25,1,1385,9.68781601606062
4373,"Ford","Explorer_Sport_Trac",2010,"regular_unleaded",210,6,"automatic","four_wheel_drive",4,"Crossover","Compact","Pickup",19,13,7,5657,10.3331573493411
2428,"Toyota","Celica",2003,"regular_unleaded",140,4,"automatic","front_wheel_drive",2,"Hatchback","Compact","Sedan",33,25,14,2031,9.80587472366913
7709,"Toyota","Prius",2017,"regular_unleaded",121,4,"automatic","front_wheel_drive",4,"Hatchback,Hybrid","Compact","Sedan",53,58,0,2031,10.1332094192105
307,"Ferrari","360",2004,"premium_unleaded",400,8,"automated_manual","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,13,2774,12.1029762315254
4227,"Suzuki","Esteem",2001,"regular_unleaded",122,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Wagon",30,26,16,481,9.64853078469705
10444,"Nissan","Titan",2014,"regular_unleaded",317,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",18,13,3,2009,10.3669070539048
11027,"Toyota","Tundra",2017,"flex-fuel",381,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",18,13,0,2031,10.5784707624684
8566,"Buick","Roadmaster",1996,"regular_unleaded",260,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Sedan",24,15,21,155,7.69165682281055
8788,"GMC","S-15_Jimmy",1991,"regular_unleaded",150,6,"manual","rear_wheel_drive",2,"Unknown","Compact","SUV",22,15,26,549,7.60090245954208
4047,"Suzuki","Equator",2011,"regular_unleaded",261,6,"automatic","four_wheel_drive",4,"Unknown","Compact","Pickup",19,14,6,481,10.2802101917786
611,"Ferrari","575M",2004,"premium_unleaded",515,12,"manual","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Coupe",15,9,13,2774,12.2917456272683
6495,"Lexus","LS_600h_L",2015,"premium_unleaded",438,8,"automatic","all_wheel_drive",4,"Luxury,High-Performance,Hybrid","Large","Sedan",23,19,2,454,11.6989069825957
9129,"Toyota","Sequoia",2016,"regular_unleaded",381,8,"automatic","four_wheel_drive",4,"Unknown","Large","SUV",17,13,1,2031,10.9567537394374
9872,"Chevrolet","Spark_EV",2016,"electric",140,0,"direct_drive","front_wheel_drive",4,"Hatchback","Compact","Sedan",109,128,1,1385,10.1468258111359
11324,"Suzuki","Verona",2004,"unknown",155,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",25,17,13,481,9.82547195555139
4926,"Ford","Freestar",2007,"regular_unleaded",201,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Minivan",21,15,10,5657,10.0734412753362
8498,"Honda","Ridgeline",2014,"regular_unleaded",250,6,"automatic","four_wheel_drive",4,"Unknown","Large","Pickup",21,15,3,2202,10.3852962272316
7022,"Bentley","Mulsanne",2015,"premium_unleaded",505,8,"automatic","rear_wheel_drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",18,11,2,520,12.6237956510338
1947,"Volkswagen","Beetle",2016,"regular_unleaded",170,4,"automatic","front_wheel_drive",2,"Hatchback","Compact","Sedan",34,25,1,873,9.89318465954023
1900,"Volkswagen","Beetle",2015,"premium_unleaded",210,4,"manual","front_wheel_drive",2,"Hatchback,Performance","Compact","Sedan",31,23,2,873,10.1444710219787
526,"BMW","5_Series",2016,"premium_unleaded",302,6,"automatic","rear_wheel_drive",4,"Luxury,Performance","Large","Sedan",31,20,1,3916,10.9304248044973
1447,"Nissan","Armada",2017,"regular_unleaded",390,8,"automatic","rear_wheel_drive",4,"Unknown","Large","SUV",19,14,0,2009,10.8127536694733
2174,"Chevrolet","Camaro",2015,"premium_unleaded",426,8,"manual","rear_wheel_drive",2,"High-Performance","Midsize","Convertible",24,16,2,1385,10.6550215587958
9681,"Mercedes-Benz","SLK-Class",2016,"premium_unleaded",241,4,"automatic","rear_wheel_drive",2,"Luxury","Compact","Convertible",32,25,1,617,10.7579028806922
2385,"Porsche","Cayman_S",2006,"premium_unleaded",295,6,"manual","rear_wheel_drive",2,"Luxury,High-Performance","Compact","Coupe",26,18,11,1715,10.9835963696397
7072,"Ford","Mustang",2015,"regular_unleaded",300,6,"manual","rear_wheel_drive",2,"Performance","Midsize","Convertible",28,17,2,5657,10.2853427950052
9707,"Pontiac","Solstice",2009,"premium_unleaded",260,4,"manual","rear_wheel_drive",2,"Factory_Tuner,High-Performance","Compact","Coupe",28,19,8,210,10.3213751806428
7269,"Nissan","NV200",2017,"regular_unleaded",131,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Minivan",26,24,0,2009,10.0091980069582
3705,"Mercedes-Benz","E-Class",2016,"diesel",195,4,"automatic","rear_wheel_drive",4,"Diesel,Luxury","Midsize","Sedan",42,28,1,617,10.8714215175621
379,"Mazda","3",2015,"regular_unleaded",155,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",41,29,2,586,10.0321006200041
1243,"Honda","Accord",2016,"regular_unleaded",189,4,"manual","front_wheel_drive",4,"Unknown","Midsize","Sedan",34,23,1,2202,10.0967902618393
2931,"Toyota","Corolla",2015,"regular_unleaded",132,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",37,28,2,2031,9.97557562893038
3133,"Subaru","Crosstrek",2017,"regular_unleaded",148,4,"manual","all_wheel_drive",4,"Crossover","Compact","SUV",30,23,0,640,10.0210483412753
4814,"Suzuki","Forenza",2007,"regular_unleaded",127,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",28,19,10,481,9.64529955531205
1386,"Audi","allroad",2016,"premium_unleaded",220,4,"automatic","all_wheel_drive",4,"Luxury","Midsize","Wagon",28,21,1,3105,10.7099634184031
955,"Porsche","911",2016,"premium_unleaded",350,6,"manual","rear_wheel_drive",2,"Luxury,High-Performance","Compact","Convertible",27,19,1,1715,11.4741846366538
3006,"Chevrolet","Corvette",2017,"premium_unleaded",455,8,"manual","rear_wheel_drive",2,"High-Performance","Compact","Coupe",25,16,0,1385,11.000515253074
9105,"Nissan","Sentra",2017,"regular_unleaded",124,4,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",37,29,0,2009,9.79757132694458
9197,"Suzuki","Sidekick",1998,"regular_unleaded",120,4,"manual","four_wheel_drive",4,"Unknown","Compact","SUV",23,20,19,481,7.63916117165917
6869,"Lincoln","MKS",2016,"regular_unleaded",350,6,"automatic","all_wheel_drive",4,"Luxury,Performance","Large","Sedan",24,17,1,61,10.6214492894705
9759,"Chevrolet","Sonic",2015,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",33,25,2,1385,9.96857279919206
10586,"Chevrolet","Tracker",2003,"regular_unleaded",127,4,"manual","four_wheel_drive",2,"Unknown","Compact","SUV",23,20,14,1385,9.78301339906825
1070,"Audi","A4",2015,"premium_unleaded",220,4,"automatic","front_wheel_drive",4,"Luxury","Midsize","Sedan",32,24,2,3105,10.534759329378
1602,"Toyota","Avalon",2016,"regular_unleaded",268,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",31,21,1,2031,10.4870988460278
10920,"Hyundai","Tucson",2017,"regular_unleaded",164,4,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",30,23,0,1439,10.0301202034695
11557,"Volvo","XC60",2015,"regular_unleaded",300,6,"automatic","all_wheel_drive",4,"Crossover,Luxury,Performance","Midsize","SUV",24,17,2,870,10.6607825529198
5246,"Hyundai","Genesis_Coupe",2014,"premium_unleaded",348,6,"automatic","rear_wheel_drive",2,"High-Performance","Midsize","Coupe",25,16,3,1439,10.4516089610458
1419,"Nissan","Altima",2016,"regular_unleaded",270,6,"automatic","front_wheel_drive",4,"Performance","Midsize","Sedan",32,22,1,2009,10.3948244997183
3335,"Oldsmobile","Cutlass",1997,"regular_unleaded",155,6,"automatic","front_wheel_drive",4,"Unknown","Midsize","Sedan",26,18,20,26,7.60090245954208
465,"Ferrari","456M",2003,"premium_unleaded",442,12,"automatic","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Coupe",14,9,14,2774,12.3398383856932
4355,"Ford","Explorer_Sport_Trac",2008,"regular_unleaded",210,6,"automatic","rear_wheel_drive",4,"Unknown","Compact","Pickup",20,14,9,5657,10.2215775811593
357,"Nissan","370Z",2017,"premium_unleaded",350,6,"automatic","rear_wheel_drive",2,"Factory_Tuner,High-Performance","Compact","Coupe",26,19,0,2009,10.675676940436
10518,"Pontiac","Torrent",2007,"regular_unleaded",185,6,"automatic","front_wheel_drive",4,"Crossover","Compact","SUV",24,17,10,210,10.0192685855218
10931,"Toyota","Tundra",2015,"regular_unleaded",381,8,"automatic","four_wheel_drive",4,"Unknown","Large","Pickup",17,13,2,2031,10.6136147531308
1902,"Volkswagen","Beetle",2015,"regular_unleaded",170,4,"manual","front_wheel_drive",2,"Hatchback","Compact","Sedan",33,24,2,873,10.161418929336
10788,"Subaru","Tribeca",2012,"regular_unleaded",256,6,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",21,16,5,640,10.4883532890106
4835,"Subaru","Forester",2015,"premium_unleaded",250,4,"automatic","all_wheel_drive",4,"Crossover","Midsize","SUV",28,23,2,640,10.407137492553
8270,"Land_Rover","Range_Rover_Evoque",2017,"premium_unleaded",240,4,"automatic","all_wheel_drive",4,"Crossover,Luxury","Compact","SUV",29,21,0,258,10.9004361874277
2888,"Bentley","Continental_Supersports_Convertible",2012,"flex-fuel",621,12,"automatic","all_wheel_drive",2,"Exotic,Flex_Fuel,Factory_Tuner,Luxury,High-Performance","Midsize","Convertible",19,12,5,520,12.5439724341426
9132,"Toyota","Sequoia",2016,"flex-fuel",381,8,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","SUV",17,13,1,2031,10.7903494737195
1645,"Chevrolet","Aveo",2011,"regular_unleaded",108,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",35,27,6,1385,9.63984747456458
5680,"Volkswagen","GTI",2014,"premium_unleaded",200,4,"automated_manual","front_wheel_drive",4,"Hatchback,Performance","Compact","Sedan",33,24,3,873,10.3351076181211
156,"BMW","3_Series",2017,"premium_unleaded",248,4,"automatic","rear_wheel_drive",4,"Luxury,Performance","Midsize","Sedan",34,23,0,3916,10.5648860347815
6590,"Infiniti","M35",2008,"premium_unleaded",275,6,"automatic","all_wheel_drive",4,"Luxury,Performance","Large","Sedan",22,16,9,190,10.7287588860231
3180,"Cadillac","CT6",2016,"regular_unleaded",335,6,"automatic","all_wheel_drive",4,"Luxury,High-Performance","Large","Sedan",27,18,1,1624,10.9240482055861
6107,"Volkswagen","Jetta",2015,"premium_unleaded",210,4,"manual","front_wheel_drive",4,"Factory_Tuner,Performance","Midsize","Sedan",33,23,2,873,10.2846599680752
4063,"Chevrolet","Equinox",2015,"regular_unleaded",182,4,"automatic","front_wheel_drive",4,"Crossover,Flex_Fuel","Compact","SUV",32,22,2,1385,10.0042374556363
2703,"Acura","CL",2003,"premium_unleaded",225,6,"automatic","front_wheel_drive",2,"Luxury","Midsize","Coupe",27,17,14,204,10.3205517964876
7409,"Chrysler","Pacifica",2008,"regular_unleaded",253,6,"automatic","front_wheel_drive",4,"Crossover","Large","Wagon",23,15,9,1013,10.2493795691094
7514,"Honda","Passport",2002,"regular_unleaded",205,6,"automatic","rear_wheel_drive",4,"Unknown","Midsize","SUV",20,15,15,2202,10.2072890068678
732,"BMW","7_Series",2016,"premium_unleaded",445,8,"automatic","all_wheel_drive",4,"Luxury,High-Performance","Large","Sedan",25,16,1,3916,11.4865814896306
302,"Ferrari","360",2003,"premium_unleaded",400,8,"automated_manual","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,14,2774,12.0798686277205
4598,"Ford","F-250",1997,"regular_unleaded",220,8,"manual","four_wheel_drive",2,"Unknown","Large","Pickup",17,12,20,5657,7.9592759601164
1369,"Cadillac","Allante",1992,"regular_unleaded",200,8,"automatic","front_wheel_drive",2,"Luxury,Performance","Compact","Convertible",20,14,25,1624,7.71154897962915
6456,"Land_Rover","LR2",2014,"premium_unleaded",240,4,"automatic","all_wheel_drive",4,"Crossover,Luxury","Compact","SUV",24,17,3,258,10.5738777459735
8332,"Ford","Ranger",2009,"regular_unleaded",207,6,"manual","rear_wheel_drive",4,"Unknown","Compact","Pickup",21,15,8,5657,9.95465583911053
11805,"Subaru","XV_Crosstrek",2015,"regular_unleaded",160,4,"automatic","all_wheel_drive",4,"Crossover,Hybrid","Compact","SUV",34,30,2,640,10.2851721319789
2536,"Honda","Civic_del_Sol",1995,"regular_unleaded",125,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",32,25,22,2202,7.60090245954208
6018,"Volkswagen","Jetta_GLI",2013,"premium_unleaded",210,4,"automated_manual","front_wheel_drive",4,"Performance","Midsize","Sedan",32,24,4,873,10.2226682920473
155,"BMW","3_Series",2016,"premium_unleaded",320,6,"automatic","rear_wheel_drive",4,"Luxury,High-Performance","Midsize","Sedan",33,22,1,3916,10.7320393701023
11662,"Suzuki","XL-7",2004,"regular_unleaded",185,6,"manual","four_wheel_drive",4,"Unknown","Midsize","SUV",20,15,13,481,9.99875227676191
11888,"BMW","Z3",2002,"premium_unleaded",225,6,"manual","rear_wheel_drive",2,"Luxury,Performance","Compact","Convertible",26,19,15,3916,10.5427063910705
8034,"Buick","Rainier",2006,"regular_unleaded",291,6,"automatic","rear_wheel_drive",4,"Unknown","Midsize","SUV",20,14,11,155,10.3281014794831
8644,"Audi","RS_7",2017,"premium_unleaded",560,8,"automatic","all_wheel_drive",4,"Factory_Tuner,Luxury,High-Performance","Large","Sedan",25,15,0,3105,11.6145791186967
7148,"Lincoln","Navigator",2015,"regular_unleaded",365,6,"automatic","four_wheel_drive",4,"Luxury","Large","SUV",20,15,2,61,11.0829883449376
7671,"Toyota","Prius_c",2015,"regular_unleaded",99,4,"automatic","front_wheel_drive",4,"Hatchback,Hybrid","Compact","Sedan",46,53,2,2031,10.1054074673987
3781,"Mitsubishi","Eclipse",2010,"regular_unleaded",162,4,"automatic","front_wheel_drive",2,"Hatchback","Compact","Sedan",27,20,7,436,9.98502145551739
4508,"Ford","F-150",2015,"flex-fuel",282,6,"automatic","four_wheel_drive",2,"Flex_Fuel","Large","Pickup",23,17,2,5657,10.4643882289344
1624,"Lamborghini","Aventador",2014,"premium_unleaded",720,12,"automated_manual","all_wheel_drive",2,"Exotic,High-Performance","Midsize","Coupe",18,11,3,1158,13.1176522976742
9562,"Chevrolet","Silverado_1500",2016,"regular_unleaded",355,8,"automatic","four_wheel_drive",4,"Unknown","Large","Pickup",22,16,1,1385,10.7893190769256
4036,"Suzuki","Equator",2010,"regular_unleaded",261,6,"automatic","four_wheel_drive",4,"Unknown","Compact","Pickup",19,15,7,481,10.2698652719362
11090,"Chevrolet","Uplander",2008,"regular_unleaded",240,6,"automatic","front_wheel_drive",4,"Flex_Fuel","Midsize","Minivan",23,16,9,1385,10.046721720622
4406,"Ford","Explorer",2016,"flex-fuel",290,6,"automatic","front_wheel_drive",4,"Crossover,Flex_Fuel","Midsize","SUV",24,17,1,5657,10.4163111789648
7986,"Audi","R8",2015,"premium_unleaded",430,8,"manual","all_wheel_drive",2,"Luxury,High-Performance","Compact","Coupe",20,11,2,3105,11.6604830293278
8820,"Mercedes-Benz","S-Class",2015,"premium_unleaded",577,8,"automatic","all_wheel_drive",4,"Factory_Tuner,Luxury,High-Performance","Large","Sedan",23,15,2,617,11.8597015767297
3933,"Buick","Enclave",2017,"regular_unleaded",288,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",22,15,0,155,10.771113112429
6185,"GMC","Jimmy",2001,"regular_unleaded",190,6,"automatic","four_wheel_drive",4,"Unknown","Midsize","SUV",18,14,16,549,10.2670884565456
28,"Audi","100",1994,"regular_unleaded",172,6,"automatic","front_wheel_drive",4,"Luxury","Midsize","Wagon",21,16,23,3105,7.60090245954208
9986,"Chevrolet","SSR",2005,"regular_unleaded",395,8,"automatic","rear_wheel_drive",2,"Performance","Compact","Pickup",18,14,12,1385,10.6585526359111
8740,"Chevrolet","S-10_Blazer",1994,"regular_unleaded",165,6,"manual","four_wheel_drive",2,"Unknown","Compact","SUV",20,15,23,1385,7.60090245954208
6883,"Lincoln","MKX",2016,"regular_unleaded",303,6,"automatic","front_wheel_drive",4,"Crossover,Luxury","Midsize","SUV",26,17,1,61,10.5521602429942
6262,"Kia","K900",2016,"regular_unleaded",311,6,"automatic","rear_wheel_drive",4,"Luxury","Large","Sedan",26,17,1,1720,10.7995755770928
1525,"Cadillac","ATS-V",2016,"premium_unleaded",464,6,"manual","rear_wheel_drive",4,"Factory_Tuner,Luxury,High-Performance","Compact","Sedan",23,17,1,1624,11.0098199642194
11866,"GMC","Yukon",2015,"flex-fuel",355,8,"automatic","four_wheel_drive",4,"Flex_Fuel","Large","SUV",22,16,2,549,10.989099029027
7748,"Chrysler","PT_Cruiser",2009,"regular_unleaded",180,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Wagon",24,18,8,1013,10.1068364765222
5148,"Infiniti","G37_Convertible",2010,"premium_unleaded",325,6,"automatic","rear_wheel_drive",2,"Luxury,Performance","Midsize","Convertible",25,17,7,190,10.9132686274976
9958,"Dodge","SRT_Viper",2013,"premium_unleaded",640,10,"manual","rear_wheel_drive",2,"Exotic,High-Performance","Compact","Coupe",19,12,4,1851,11.6985332827553
386,"Mazda","3",2016,"regular_unleaded",155,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",41,30,1,586,10.0687901041605
3511,"Dodge","Daytona",1991,"regular_unleaded",141,6,"manual","front_wheel_drive",2,"Hatchback","Compact","Sedan",25,17,26,1851,7.60090245954208
6442,"Chrysler","LHS",2001,"premium_unleaded",253,6,"automatic","front_wheel_drive",4,"Performance","Large","Sedan",24,16,16,1013,10.2639552947136
6806,"Mitsubishi","Mighty_Max_Pickup",1996,"regular_unleaded",116,4,"manual","rear_wheel_drive",2,"Unknown","Compact","Pickup",23,18,21,436,7.60090245954208
10063,"Pontiac","Sunbird",1992,"regular_unleaded",111,4,"manual","front_wheel_drive",4,"Unknown","Compact","Sedan",32,22,25,210,7.60090245954208
3769,"Toyota","ECHO",2005,"regular_unleaded",108,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",36,28,12,2031,9.37458281537023
9609,"Chevrolet","Silverado_1500",2017,"regular_unleaded",355,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Pickup",22,16,0,1385,10.6998679877377
7050,"Nissan","Murano",2017,"regular_unleaded",260,6,"automatic","front_wheel_drive",4,"Crossover","Midsize","SUV",28,21,0,2009,10.5221805471711
8625,"Volkswagen","Routan",2012,"flex-fuel",283,6,"automatic","front_wheel_drive",4,"Flex_Fuel","Midsize","Minivan",25,17,5,873,10.4484247059309
728,"BMW","7_Series",2015,"premium_unleaded",445,8,"automatic","all_wheel_drive",4,"Luxury,High-Performance","Large","Sedan",24,16,2,3916,11.4108927394051
6516,"Ford","LTD_Crown_Victoria",1990,"regular_unleaded",150,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Wagon",22,15,27,5657,7.60090245954208
2233,"Toyota","Camry_Solara",2007,"regular_unleaded",155,4,"manual","front_wheel_drive",2,"Unknown","Midsize","Coupe",31,21,10,2031,10.0078475678604
2978,"Chevrolet","Corvette",2015,"premium_unleaded",460,8,"manual","rear_wheel_drive",2,"High-Performance","Compact","Coupe",29,17,2,1385,11.1483623481825
3163,"Chevrolet","Cruze",2016,"regular_unleaded",153,4,"manual","front_wheel_drive",4,"Unknown","Midsize","Sedan",41,29,1,1385,9.89444680788398
10988,"Toyota","Tundra",2016,"regular_unleaded",310,8,"automatic","rear_wheel_drive",4,"Unknown","Large","Pickup",19,15,1,2031,10.2798670797492
7822,"Audi","Q5",2016,"diesel",240,6,"automatic","all_wheel_drive",4,"Crossover,Luxury,Diesel","Midsize","SUV",31,24,1,3105,10.9259384802387
940,"Porsche","911",2016,"premium_unleaded",350,6,"manual","all_wheel_drive",2,"Luxury,High-Performance","Compact","Convertible",26,19,1,1715,11.5418044245206
3161,"Chevrolet","Cruze",2016,"regular_unleaded",153,4,"manual","front_wheel_drive",4,"Unknown","Midsize","Sedan",41,29,1,1385,9.71836206840944
7147,"Mazda","Navajo",1994,"regular_unleaded",160,6,"manual","four_wheel_drive",2,"Unknown","Compact","SUV",18,14,23,586,7.60090245954208
8910,"Volvo","S60",2017,"regular_unleaded",240,4,"automatic","front_wheel_drive",4,"Luxury","Midsize","Sedan",36,25,0,870,10.4326441329868
4746,"Toyota","FJ_Cruiser",2013,"regular_unleaded",260,6,"automatic","four_wheel_drive",4,"Unknown","Midsize","SUV",20,17,4,2031,10.2618610531104
3878,"Hyundai","Elantra",2017,"regular_unleaded",201,4,"automated_manual","front_wheel_drive",4,"Unknown","Compact","Sedan",33,26,0,1439,10.0323204243791
9786,"Chevrolet","Sonic",2017,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Hatchback","Compact","Sedan",36,27,0,1385,9.96246375763643
8786,"GMC","S-15_Jimmy",1990,"regular_unleaded",160,6,"manual","four_wheel_drive",2,"Unknown","Compact","SUV",18,15,27,549,7.60090245954208
9789,"Chevrolet","Sonic",2017,"regular_unleaded",138,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Sedan",34,24,0,1385,9.70473168927875
2571,"Honda","Civic",2016,"regular_unleaded",174,4,"automatic","front_wheel_drive",2,"Unknown","Compact","Coupe",41,31,1,2202,10.0615591071066
9684,"Mercedes-Benz","SLR_McLaren",2008,"premium_unleaded",617,8,"automatic","rear_wheel_drive",2,"Exotic,Factory_Tuner,Luxury,High-Performance","Compact","Convertible",16,12,9,617,13.1123130415508
4612,"Ford","F-250",1997,"regular_unleaded",220,8,"manual","four_wheel_drive",3,"Unknown","Large","Pickup",17,12,20,5657,8.14060704285845
11857,"GMC","Yukon_XL",2016,"premium_unleaded",420,8,"automatic","four_wheel_drive",4,"Performance","Large","SUV",20,14,1,549,11.1707872067224
6789,"Acura","MDX",2017,"premium_unleaded",290,6,"automatic","front_wheel_drive",4,"Crossover,Luxury","Midsize","SUV",27,19,0,204,10.6908079031133
4708,"Honda","Fit",2015,"regular_unleaded",130,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",37,29,2,2202,9.6582261959683
4160,"Cadillac","Escalade",2015,"flex-fuel",420,8,"automatic","four_wheel_drive",4,"Flex_Fuel,Luxury,Performance","Large","SUV",21,14,2,1624,11.2682390229795
11050,"Toyota","Tundra",2017,"flex-fuel",381,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",18,13,0,2031,10.3510538366629
9069,"Chrysler","Sebring",2010,"regular_unleaded",173,4,"automatic","front_wheel_drive",4,"Flex_Fuel","Midsize","Sedan",30,21,7,1013,10.0040113903024
6083,"Volkswagen","Jetta_SportWagen",2014,"diesel",140,4,"automated_manual","front_wheel_drive",4,"Diesel","Compact","Wagon",39,29,3,873,10.3177472083258
4809,"Suzuki","Forenza",2007,"regular_unleaded",127,4,"automatic","front_wheel_drive",4,"Unknown","Compact","Wagon",27,19,10,481,9.70192201237541
3461,"Dodge","Dakota",2009,"regular_unleaded",210,6,"automatic","four_wheel_drive",4,"Flex_Fuel","Compact","Pickup",18,14,8,1851,10.3141060258851
11218,"Hyundai","Veloster",2014,"regular_unleaded",132,4,"automated_manual","front_wheel_drive",3,"Hatchback","Compact","Sedan",36,28,3,1439,9.85482238055485
4790,"Ford","Focus",2016,"electric",156,0,"direct_drive","front_wheel_drive",4,"Hatchback","Compact","Sedan",99,110,1,5657,10.2808960628618
3756,"Ford","E-Series_Wagon",2014,"flex-fuel",225,8,"automatic","rear_wheel_drive",3,"Flex_Fuel","Midsize","Van",16,13,3,5657,10.3165900877735
6964,"Pontiac","Montana",2005,"regular_unleaded",200,6,"automatic","all_wheel_drive",4,"Unknown","Midsize","Minivan",21,15,12,210,10.2291876921754
2610,"Honda","Civic",2017,"regular_unleaded",174,4,"automatic","front_wheel_drive",4,"Performance","Midsize","Sedan",42,32,0,2202,10.1185989321531
8464,"Oldsmobile","Regency",1997,"regular_unleaded",205,6,"automatic","front_wheel_drive",4,"Unknown","Large","Sedan",26,17,20,26,7.60090245954208
2821,"Dodge","Colt",1994,"regular_unleaded",92,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",35,28,23,1851,7.60090245954208
8841,"Mercedes-Benz","S-Class",2017,"premium_unleaded",621,12,"automatic","rear_wheel_drive",2,"Factory_Tuner,Luxury,High-Performance","Large","Convertible",21,14,0,617,12.4207807180233
5173,"Infiniti","G37",2009,"premium_unleaded",330,6,"automatic","rear_wheel_drive",2,"Luxury,Performance","Midsize","Coupe",26,18,8,190,10.5091687073148
4497,"Ford","F-150",2015,"flex-fuel",385,8,"automatic","rear_wheel_drive",4,"Flex_Fuel","Large","Pickup",22,15,2,5657,10.8567850100394
4929,"Ford","Freestyle",2005,"regular_unleaded",203,6,"automatic","front_wheel_drive",4,"Crossover","Large","Wagon",25,18,12,5657,10.2555518839172
10632,"Chevrolet","TrailBlazer",2009,"regular_unleaded",285,6,"automatic","four_wheel_drive",4,"Unknown","Midsize","SUV",20,14,8,1385,10.3523313839462
2741,"Chevrolet","Cobalt",2008,"regular_unleaded",148,4,"manual","front_wheel_drive",2,"Unknown","Compact","Coupe",33,24,9,1385,9.62377364973352
11523,"BMW","X5",2017,"premium_unleaded",445,8,"automatic","all_wheel_drive",4,"Crossover,Luxury,Performance","Midsize","SUV",21,15,0,3916,11.1885794081469
5083,"Infiniti","G_Coupe",2011,"premium_unleaded",330,6,"automatic","rear_wheel_drive",2,"Luxury,Performance","Midsize","Coupe",27,19,6,190,10.5610075554529
1179,"Hyundai","Accent",2015,"regular_unleaded",137,4,"manual","front_wheel_drive",4,"Hatchback","Compact","Sedan",38,27,2,1439,9.61547209118311
